,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (μS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
331,MW1,2005-12-06,7.1,10.5,15.6,1.7,3383,0.1,0.024,0.22,0.22,0.003
332,MW2,2005-01-19,7.5,7.8,17.7,1.4,3166,1.9,0.47,0.13,0.066,0.007
333,MW2,2005-02-21,7.4,9.9,11.6,1.3,5583,2.6,0.94,0.19,0.3,0.016
334,MW2,2005-03-07,7.4,11.0,19.0,3.8,5557,3.8,1.2,0.28,0.28,0.027
335,MW2,2005-04-15,7.8,6.7,21.2,3.9,36187,1.9,0.2,0.09,0.24,0.022
336,MW2,2005-05-12,7.3,7.1,25.3,2.9,5752,0.8,0.2,0.12,0.41,0.014
337,MW2,2005-06-13,7.3,7.3,26.8,9.3,5702,1.3,0.15,0.27,0.21,0.013
338,MW2,2005-07-13,7.4,7.6,28.3,4.0,120,1.3,0.018,0.1,0.11,0.003
339,MW2,2005-08-17,7.1,7.6,25.8,5.4,146,0.5,0.028,0.09,0.16,0.004
340,MW2,2005-09-28,7.4,8.6,28.0,5.4,699,1.2,0.1,0.11,0.18,0.006
341,MW2,2005-10-20,7.6,8.9,26.1,6.0,7975,1.2,0.36,0.11,0.12,0.003
342,MW2,2005-11-11,6.9,9.2,26.9,3.3,228,1.5,0.31,0.15,0.12,0.006
343,MW2,2005-12-06,7.4,10.6,14.5,0.9,7837,0.7,0.33,0.12,0.099,0.004
344,MW3,2005-01-19,7.1,7.2,18.9,2.6,145,0.6,0.028,0.08,0.28,0.002
345,MW3,2005-02-21,7.1,9.0,14.6,0.5,163,0.1,0.026,0.09,0.61,0.003
346,MW3,2005-03-07,7.1,10.4,20.0,0.6,132,0.7,0.021,0.09,0.85,0.002
347,MW3,2005-04-15,7.0,8.3,21.1,1.8,412,0.5,0.025,0.09,0.59,0.002
348,MW3,2005-05-12,7.2,7.5,24.9,0.6,131,0.4,0.026,0.04,1.5,0.004
349,MW3,2005-06-13,6.9,7.4,25.9,1.6,156,0.6,0.014,0.05,0.39,0.003
350,MW3,2005-07-13,7.1,7.6,28.2,1.6,59,0.3,0.015,0.04,0.25,0.002
351,MW3,2005-08-17,7.0,8.0,25.2,1.4,43,0.2,0.008,0.02,0.38,0.002
352,MW3,2005-09-28,7.0,8.1,28.1,1.3,73,1.0,0.02,0.03,0.3,0.002
353,MW3,2005-10-20,7.1,9.1,26.5,1.4,120,0.5,0.016,0.06,0.16,0.002
354,MW3,2005-11-11,7.6,9.1,28.8,2.2,4709,0.4,0.022,0.09,0.33,0.002
355,MW3,2005-12-06,7.1,10.5,16.3,0.5,142,0.1,0.016,0.09,0.3,0.002
356,MW4,2005-01-19,6.7,7.9,20.4,4.1,17685,1.9,0.66,0.11,0.31,0.012
357,MW4,2005-02-21,7.0,8.4,12.6,1.4,26302,0.2,0.27,0.06,0.25,0.01
358,MW4,2005-03-07,6.8,9.5,21.0,6.1,19360,2.3,1.1,0.14,0.34,0.03
359,MW4,2005-04-15,7.8,6.9,21.1,2.7,42076,1.1,0.17,0.06,0.23,0.026
360,MW4,2005-05-12,7.5,5.9,25.7,4.0,30304,0.9,0.23,0.07,0.54,0.023
361,MW4,2005-06-13,7.6,6.6,27.4,7.2,21190,1.8,0.14,0.19,0.38,0.017
362,MW4,2005-07-13,7.1,7.8,30.8,9.5,3032,1.0,0.14,0.15,0.16,0.007
363,MW4,2005-08-17,6.9,7.0,26.5,26.0,2560,0.7,0.099,0.1,0.26,0.007
364,MW4,2005-09-28,6.8,7.0,29.7,20.0,10563,1.6,0.24,0.25,0.33,0.01
365,MW4,2005-10-20,7.6,8.3,26.7,3.3,21172,1.2,0.23,0.09,0.12,0.005
366,MW4,2005-11-11,7.2,8.4,30.1,18.0,26547,1.1,0.32,0.12,0.15,0.013
367,MW4,2005-12-06,7.1,9.4,16.8,9.3,28589,0.4,0.27,0.13,0.12,0.007
368,MW5,2005-01-19,7.2,7.4,18.0,3.4,527,2.0,1.5,0.15,0.15,0.03
369,MW5,2005-02-21,6.9,9.7,12.1,2.1,7446,3.2,1.5,0.16,0.26,0.034
370,MW5,2005-03-07,7.0,9.2,19.3,3.1,2598,3.4,2.2,0.23,0.32,0.042
371,MW5,2005-04-15,7.0,6.1,21.0,9.6,2125,2.4,1.8,0.3,0.19,0.056
372,MW5,2005-05-12,7.1,6.0,26.1,5.0,20696,1.5,0.31,0.14,0.46,0.028
373,MW5,2005-06-13,6.8,6.5,26.9,8.4,1817,2.1,0.39,0.25,0.31,0.034
374,MW5,2005-07-13,6.9,6.6,29.1,12.0,93,3.4,0.32,0.23,0.14,0.011
375,MW5,2005-08-17,6.9,7.4,25.9,29.0,91,1.8,0.12,0.12,0.22,0.006
376,MW5,2005-09-28,7.0,7.7,29.7,12.0,457,1.8,0.25,0.1,0.16,0.016
377,MW5,2005-10-20,7.2,8.5,28.1,5.4,2233,2.0,0.37,0.12,0.14,0.04
378,MW5,2005-11-11,7.5,8.6,28.8,3.3,492,1.6,0.53,0.14,0.2,0.064
379,MW5,2005-12-06,6.9,10.3,14.9,7.2,7126,2.6,0.66,0.1,0.17,0.03
380,PR1,2005-01-27,7.2,7.3,18.7,1.8,20525,1.2,0.29,0.05,0.25,0.009
381,PR1,2005-02-24,7.2,8.5,18.5,2.7,12197,0.7,0.3,0.06,0.43,0.013
382,PR1,2005-03-16,7.5,7.9,16.9,4.0,23877,0.8,0.19,0.05,0.35,0.01
383,PR1,2005-04-22,7.6,7.5,26.5,3.0,32363,0.7,0.14,0.06,0.15,0.008
384,PR1,2005-05-23,7.1,6.8,27.3,5.2,17682,1.2,0.24,0.09,0.63,0.013
385,PR1,2005-06-29,7.3,8.0,26.0,2.4,157,0.3,0.022,0.02,0.15,0.002
386,PR1,2005-07-18,7.4,8.0,31.0,3.0,12766,0.9,0.19,0.06,0.25,0.005
387,PR1,2005-08-25,7.2,8.1,25.7,2.3,252,0.7,0.22,0.05,0.25,0.003
388,PR1,2005-09-15,7.3,7.3,30.9,4.2,19824,0.7,0.21,0.05,0.21,0.005
389,PR1,2005-10-21,7.4,8.3,26.4,2.6,2109,1.3,0.075,0.03,0.24,0.006
390,PR1,2005-11-07,7.3,9.5,28.3,5.5,8272,1.0,0.12,0.06,0.25,0.007
391,PR1,2005-12-03,7.3,7.6,23.5,4.4,17703,0.6,0.2,0.05,0.26,0.008
392,PR2,2005-01-27,7.7,8.5,19.0,2.8,139,0.6,0.064,0.02,0.25,0.002
393,PR2,2005-02-24,7.4,8.7,18.0,2.0,141,0.6,0.13,0.03,0.59,0.006
394,PR2,2005-03-16,7.6,9.1,17.6,0.9,136,0.4,0.11,0.02,0.57,0.006
395,PR2,2005-04-22,7.5,8.1,24.5,5.7,165,0.5,0.076,0.02,0.27,0.004
396,PR2,2005-05-23,7.4,8.3,25.9,1.9,96,1.2,0.079,0.07,0.73,0.008
397,PR2,2005-06-29,7.6,8.1,25.2,2.6,50,0.3,0.02,0.02,0.17,0.002
398,PR2,2005-07-18,7.6,8.3,28.1,2.0,90,0.4,0.062,0.03,0.39,0.007
399,PR2,2005-08-25,7.2,8.2,25.4,4.7,76,0.1,0.032,0.03,0.23,0.002
400,PR2,2005-09-15,7.3,8.2,27.6,5.4,95,0.5,0.032,0.02,0.2,0.002
401,PR2,2005-10-21,7.6,8.6,24.9,4.7,93,0.6,0.026,0.03,0.2,0.002
402,PR2,2005-11-07,7.5,8.7,25.5,2.6,112,0.5,0.027,0.02,0.21,0.002
403,PR2,2005-12-03,7.6,8.5,22.1,4.5,108,0.7,0.052,0.03,0.27,0.002
404,PR5,2005-01-27,7.4,7.5,18.2,1.5,153,2.3,0.75,0.21,0.43,0.074
405,PR5,2005-02-24,7.2,6.0,17.5,3.3,163,3.9,0.54,0.18,1.3,0.13
406,PR5,2005-03-16,7.1,5.5,16.8,0.5,156,2.2,0.44,0.17,1.3,0.13
407,PR5,2005-04-22,7.2,7.2,25.4,2.6,182,1.9,0.53,0.25,0.53,0.094
408,PR5,2005-05-23,7.4,7.8,26.5,8.0,116,1.2,0.1,0.11,1.4,0.017
409,PR5,2005-06-29,7.5,7.6,26.6,3.2,86,0.8,0.062,0.05,0.9,0.007
410,PR5,2005-07-18,7.9,8.4,30.3,2.3,96,1.3,0.053,0.08,0.54,0.011
411,PR5,2005-08-25,7.4,8.5,26.1,12.0,81,0.6,0.048,0.07,0.71,0.006
412,PR5,2005-09-15,7.6,8.3,29.0,2.6,91,1.1,0.06,0.07,0.53,0.009
413,PR5,2005-10-21,7.6,8.3,25.9,2.2,80,1.5,0.038,0.08,0.26,0.006
414,PR5,2005-11-07,7.3,8.4,26.2,2.4,99,1.8,0.065,0.1,0.35,0.01
415,PR5,2005-12-03,7.3,7.3,22.4,4.0,118,1.8,0.13,0.11,0.55,0.032
416,PR6,2005-01-27,7.4,7.9,18.3,4.8,186,6.3,0.9,0.31,1.9,0.028
417,PR6,2005-02-24,7.5,8.4,17.6,3.8,188,4.0,0.79,0.23,3.2,0.028
418,PR6,2005-03-16,7.3,7.7,17.1,0.8,296,6.9,0.005,0.12,2.7,0.033
419,PR6,2005-04-22,7.2,7.2,25.1,4.3,212,5.2,0.69,0.25,1.7,0.028
420,PR6,2005-05-23,7.4,8.3,25.7,6.4,136,1.7,0.075,0.11,2.2,0.011
421,PR6,2005-06-29,7.4,7.9,26.4,3.0,114,0.7,0.032,0.06,2.0,0.004
422,PR6,2005-07-18,7.8,8.3,29.4,8.4,137,2.4,0.23,0.22,1.8,0.008
423,PR6,2005-08-25,7.2,8.1,25.9,13.0,106,0.8,0.046,0.08,1.7,0.005
424,PR6,2005-09-15,7.4,8.4,28.8,2.8,77,0.9,0.13,0.07,1.7,0.007
425,PR6,2005-10-21,7.5,8.5,25.4,3.4,127,1.2,0.059,0.07,1.6,0.006
426,PR6,2005-11-07,7.3,8.9,25.7,1.6,143,2.5,0.33,0.09,1.4,0.009
427,PR6,2005-12-03,7.2,8.5,21.9,2.5,133,1.5,0.047,0.05,1.6,0.004
428,PR7,2005-01-27,7.5,9.4,18.4,0.6,657,0.9,0.055,0.06,1.2,0.012
429,PR7,2005-02-24,7.5,9.3,18.2,1.0,310,1.2,0.078,0.08,2.1,0.024
430,PR7,2005-03-16,7.3,8.9,17.2,2.8,5212,0.6,0.084,0.06,1.3,0.012
431,PR7,2005-04-22,7.8,9.2,24.8,2.3,178,0.9,0.12,0.09,1.2,0.02
432,PR7,2005-05-23,7.6,8.2,26.3,4.6,109,1.2,0.052,0.06,0.79,0.017
433,PR7,2005-06-29,7.5,7.9,26.0,1.8,81,0.7,0.034,0.04,0.51,0.012
434,PR7,2005-07-18,7.8,8.4,29.2,4.8,104,1.3,0.042,0.06,0.58,0.013
435,PR7,2005-08-25,7.3,8.6,25.8,8.6,74,0.4,0.034,0.04,0.41,0.006
436,PR7,2005-09-15,7.5,8.2,29.1,1.8,346,0.8,0.043,0.05,0.53,0.007
437,PR7,2005-10-21,7.6,8.6,26.1,1.6,179,1.2,0.048,0.05,0.61,0.011
438,PR7,2005-11-07,7.6,9.1,26.4,2.0,268,0.7,0.058,0.11,0.72,0.01
439,PR7,2005-12-03,7.6,9.0,22.8,0.5,413,0.8,0.11,0.06,0.84,0.009
440,PR8,2005-01-27,7.5,7.5,18.3,0.5,162,0.7,0.005,0.07,1.4,0.006
441,PR8,2005-02-24,7.3,8.0,17.8,0.5,175,0.6,0.048,0.09,2.4,0.011
442,PR8,2005-03-16,7.4,8.2,17.2,1.8,162,0.7,0.005,0.08,1.8,0.009
443,PR8,2005-04-22,7.2,7.2,23.4,1.9,181,0.7,0.068,0.09,1.4,0.015
444,PR8,2005-05-23,7.5,7.7,25.9,6.2,72,1.4,0.05,0.08,1.1,0.031
445,PR8,2005-06-29,7.3,7.6,26.0,2.9,103,0.6,0.048,0.04,0.7,0.023
446,PR8,2005-07-18,7.5,8.6,28.5,2.9,127,1.1,0.044,0.06,0.9,0.022
447,PR8,2005-08-25,7.2,7.9,25.9,7.7,101,0.4,0.045,0.04,0.58,0.01
448,PR8,2005-09-15,7.3,8.0,28.2,1.8,112,0.6,0.044,0.06,0.78,0.01
449,PR8,2005-10-21,7.5,8.8,26.0,1.9,120,0.9,0.036,0.06,0.83,0.015
450,PR8,2005-11-07,7.4,8.7,26.0,0.5,154,0.9,0.072,0.08,0.98,0.02
451,PR8,2005-12-03,7.4,8.4,22.6,1.2,137,0.8,0.051,0.06,1.1,0.018
452,RB1,2005-01-12,7.6,8.5,20.0,4.0,212,8.1,1.9,0.8,0.34,0.031
453,RB1,2005-02-16,7.2,5.3,23.6,23.0,245,14.0,5.2,1.5,0.17,0.022
454,RB1,2005-03-09,8.0,10.1,25.0,5.5,225,7.4,1.2,0.58,0.43,0.036
455,RB1,2005-04-20,7.8,8.6,31.4,11.0,274,5.8,2.2,0.72,0.3,0.066
456,RB1,2005-05-09,7.4,6.3,24.6,12.0,233,3.8,1.6,0.71,0.83,0.11
457,RB1,2005-06-08,8.0,9.7,29.1,6.1,212,3.0,0.54,0.49,0.78,0.15
458,RB1,2005-07-25,8.2,9.0,32.5,3.8,141,1.6,0.24,0.36,0.54,0.051
459,RB1,2005-08-10,7.4,7.6,28.5,10.0,116,2.9,0.3,0.32,0.59,0.033
460,RB1,2005-09-07,7.8,9.3,31.6,5.5,119,2.0,0.21,0.24,0.45,0.031
461,RB1,2005-10-12,7.9,9.4,26.6,3.0,107,2.3,0.2,0.21,0.49,0.044
462,RB1,2005-11-09,7.5,8.5,28.6,6.5,152,3.2,0.69,0.43,0.61,0.26
463,RB1,2005-12-09,7.6,10.0,23.3,4.5,155,4.0,0.41,0.37,0.6,0.14
464,RB2,2005-01-12,7.5,8.6,17.4,10.0,299,12.0,9.9,2.5,0.26,0.14
465,RB2,2005-02-16,7.1,5.2,21.5,12.0,344,6.4,5.0,1.4,0.037,0.02
466,RB2,2005-03-09,7.0,11.6,23.7,6.6,302,3.3,1.8,0.53,0.63,0.12
467,RB2,2005-04-20,8.2,11.0,28.2,28.0,342,14.0,4.0,1.3,1.1,0.35
468,RB2,2005-05-09,7.2,4.1,25.4,44.0,286,15.0,4.0,1.1,0.78,0.19
469,RB2,2005-06-08,6.9,6.7,26.4,9.6,277,5.1,2.3,0.66,0.67,0.24
470,RB2,2005-07-25,7.3,6.7,27.2,11.0,195,3.5,2.5,1.1,0.73,0.32
471,RB2,2005-08-10,7.3,6.8,27.3,30.0,133,4.5,0.82,0.51,0.83,0.055
472,RB2,2005-09-07,7.2,7.6,27.2,15.0,142,2.7,0.84,0.42,0.78,0.076
473,RB2,2005-10-12,7.3,8.1,25.4,8.3,186,19.0,3.6,1.6,0.036,0.53
474,RB2,2005-11-09,7.4,8.2,26.0,8.6,190,5.1,2.1,0.92,0.41,0.23
475,RB2,2005-12-09,7.1,8.8,18.8,3.3,197,4.2,3.0,0.74,0.78,0.26
476,RB3,2005-01-12,7.6,9.9,18.3,13.0,312,10.0,7.9,2.6,0.3,0.057
477,RB3,2005-02-16,7.2,7.3,22.0,2.8,331,6.7,7.7,2.1,0.11,0.081
478,RB3,2005-03-09,7.1,4.4,21.4,42.0,491,11.0,6.8,1.2,0.71,0.49
479,RB3,2005-04-20,7.3,6.5,29.0,29.0,393,11.0,6.7,2.3,0.17,0.046
480,RB3,2005-05-09,7.2,3.8,25.8,31.0,531,17.0,9.8,1.4,0.34,0.11
481,RB3,2005-06-08,6.9,2.9,27.2,16.0,535,6.4,7.1,0.99,2.0,0.2
482,RB3,2005-07-25,7.1,3.7,29.7,36.0,282,3.0,1.6,0.63,1.3,0.1
483,RB3,2005-08-10,7.3,7.2,28.7,38.0,137,5.3,0.64,0.59,0.83,0.068
484,RB3,2005-09-07,7.0,4.6,29.6,14.0,244,2.8,1.4,0.48,1.0,0.096
485,RB3,2005-10-12,7.5,9.3,26.3,5.7,188,11.0,2.3,0.86,0.86,0.16
486,RB3,2005-11-09,7.5,10.4,28.2,8.9,241,5.6,2.0,0.96,0.51,0.19
487,RB3,2005-12-09,7.2,9.5,19.5,12.0,209,4.6,3.0,0.81,0.66,0.25
488,TC1,2005-01-19,6.8,6.0,17.5,0.5,86,0.1,0.008,0.02,0.02,0.002
489,TC1,2005-02-21,7.4,7.2,16.2,0.5,202,0.6,0.006,0.02,0.029,0.002
490,TC1,2005-03-07,6.8,7.8,17.3,0.5,103,0.3,0.008,0.02,0.046,0.002
491,TC1,2005-04-15,6.5,6.3,20.8,0.7,73,0.1,0.006,0.02,0.024,0.002
492,TC1,2005-05-12,6.9,6.6,25.9,0.5,1043,0.4,0.017,0.02,0.27,0.002
493,TC1,2005-06-13,6.4,6.4,26.3,3.2,61,1.0,0.008,0.03,0.13,0.004
494,TC1,2005-07-13,7.1,6.8,26.7,1.4,45,0.2,0.02,0.02,0.048,0.002
495,TC1,2005-08-17,7.0,7.3,25.8,1.8,47,0.4,0.008,0.02,0.15,0.002
496,TC1,2005-09-28,6.7,7.6,26.4,0.8,44,0.8,0.019,0.02,0.082,0.002
497,TC1,2005-10-20,6.7,7.6,25.1,0.7,124,0.2,0.01,0.02,0.019,0.002
498,TC1,2005-11-11,6.6,7.0,25.1,0.5,48,0.2,0.011,0.02,0.014,0.002
499,TC1,2005-12-06,6.6,8.2,17.8,0.5,169,0.1,0.013,0.02,0.012,0.002
500,TC2,2005-01-19,7.2,8.8,19.2,0.5,67,0.3,0.013,0.02,0.008,0.002
501,TC2,2005-02-21,7.0,10.1,13.4,0.6,89,0.4,0.007,0.02,0.05,0.002
502,TC2,2005-03-07,7.2,9.2,21.1,0.5,83,0.6,0.015,0.02,0.032,0.002
503,TC2,2005-04-15,8.0,9.3,21.7,1.8,73,0.4,0.021,0.02,0.005,0.002
504,TC2,2005-05-12,7.8,7.6,30.2,1.8,179,0.5,0.021,0.02,0.12,0.002
505,TC2,2005-06-13,7.3,7.9,27.7,14.0,76,1.2,0.013,0.03,0.065,0.004
506,TC2,2005-07-13,7.4,7.6,28.5,2.2,66,0.4,0.017,0.02,0.012,0.002
507,TC2,2005-08-17,7.4,8.1,26.5,6.7,69,0.4,0.012,0.02,0.036,0.002
508,TC2,2005-09-28,7.6,8.0,29.8,1.4,75,1.1,0.037,0.02,0.016,0.002
509,TC2,2005-10-20,7.8,8.2,28.9,1.8,59,0.6,0.011,0.02,0.004,0.002
510,TC2,2005-11-11,8.1,8.2,30.6,1.0,63,0.5,0.012,0.02,0.002,0.002
511,TC2,2005-12-06,7.2,10.6,15.8,0.8,56,0.1,0.013,0.02,0.002,0.002
512,TC3,2005-01-19,7.7,9.1,18.7,2.7,68,1.6,1.3,0.18,0.2,0.028
513,TC3,2005-02-21,7.5,10.6,12.9,0.6,65,1.5,0.9,0.11,0.1,0.002
514,TC3,2005-03-07,7.6,10.0,18.2,1.4,74,5.6,0.8,0.13,0.28,0.011
515,TC3,2005-04-15,7.7,9.2,20.9,1.5,65,1.5,0.28,0.07,0.19,0.004
516,TC3,2005-05-12,7.5,7.7,27.1,0.5,65,0.6,0.16,0.03,0.39,0.006
517,TC3,2005-06-13,7.1,7.9,27.5,1.4,52,0.9,0.16,0.03,0.077,0.008
518,TC3,2005-07-13,7.3,7.7,30.0,0.5,46,0.3,0.11,0.02,0.039,0.003
519,TC3,2005-08-17,7.3,7.9,26.3,4.3,41,0.3,0.03,0.02,0.14,0.002
520,TC3,2005-09-28,7.5,8.3,27.8,0.9,50,2.2,0.31,0.06,0.072,0.005
521,TC3,2005-10-20,7.8,8.1,27.0,1.1,48,0.8,0.23,0.04,0.03,0.002
522,TC3,2005-11-11,7.8,8.5,28.1,1.0,62,1.8,0.5,0.07,0.024,0.004
523,TC3,2005-12-06,7.4,9.9,16.2,1.8,43,1.3,1.2,0.17,0.029,0.004
524,TN1,2005-01-17,7.6,3.5,17.4,86.0,529,67.0,9.1,2.1,0.51,0.2
525,TN1,2005-02-23,7.6,3.4,18.5,7.8,590,42.0,8.3,1.6,0.15,0.04
526,TN1,2005-03-10,7.6,3.2,20.9,33.0,617,51.0,8.0,1.4,0.002,0.003
527,TN1,2005-04-11,7.4,2.4,25.2,82.0,759,45.0,8.9,1.9,0.057,0.34
528,TN1,2005-05-11,7.7,5.8,25.9,96.0,712,75.0,4.2,0.82,4.9,1.6
529,TN1,2005-06-09,7.8,4.6,28.2,45.0,906,90.0,2.9,1.5,0.18,1.1
530,TN1,2005-07-11,7.5,4.8,30.6,30.0,640,35.0,3.9,0.81,5.6,0.45
531,TN1,2005-08-08,7.7,5.9,31.3,20.0,581,29.0,5.2,1.4,0.5,0.28
532,TN1,2005-09-09,7.4,2.6,28.1,8.1,703,21.0,4.6,0.99,0.39,0.33
533,TN1,2005-10-14,7.5,4.1,28.9,11.0,444,27.0,5.9,0.93,0.75,0.32
534,TN1,2005-11-18,7.5,3.1,24.8,20.0,732,64.0,7.5,1.6,0.003,0.004
535,TN1,2005-12-10,7.3,2.3,21.8,34.0,542,52.0,9.5,1.8,0.002,0.006
536,TN2,2005-01-17,8.0,9.4,15.5,23.0,137,0.2,0.25,0.09,1.7,0.009
537,TN2,2005-02-23,8.0,9.9,16.9,16.0,135,0.4,0.13,0.06,1.9,0.01
538,TN2,2005-03-10,7.7,9.9,17.5,10.0,129,0.4,0.14,0.04,1.5,0.004
539,TN2,2005-04-11,7.8,9.6,21.4,5.2,149,0.3,0.16,0.04,1.7,0.007
540,TN2,2005-05-11,7.2,8.0,25.1,14.0,147,0.8,0.19,0.13,3.2,0.044
541,TN2,2005-06-09,7.2,7.8,27.8,8.8,155,1.0,0.13,0.04,1.7,0.019
542,TN2,2005-07-11,7.2,8.0,30.9,7.2,91,1.7,0.12,0.06,1.1,0.018
543,TN2,2005-08-08,7.3,8.3,31.4,7.8,119,1.2,0.2,0.08,1.2,0.017
544,TN2,2005-09-09,8.1,7.7,27.0,660.0,115,4.4,0.5,0.31,2.1,0.067
545,TN2,2005-10-14,7.4,8.9,27.7,41.0,120,2.1,0.94,0.13,1.7,0.047
546,TN2,2005-11-18,7.2,8.1,23.9,93.0,155,4.2,1.7,0.38,3.2,0.065
547,TN2,2005-12-10,7.0,8.6,21.9,29.0,154,2.0,1.2,0.75,2.0,0.05
548,TN3,2005-01-17,7.9,5.3,16.9,4.2,26395,2.8,0.36,0.09,0.63,0.029
549,TN3,2005-02-23,7.7,5.6,16.3,2.5,26556,6.3,0.73,0.13,0.6,0.037
550,TN3,2005-03-10,7.7,4.8,19.2,13.0,30051,6.8,0.49,0.07,0.56,0.039
551,TN3,2005-04-11,7.5,4.4,23.4,4.8,35931,3.0,0.49,0.08,0.43,0.088
552,TN3,2005-05-11,7.5,5.2,25.6,6.6,18548,2.7,0.68,0.18,1.8,0.092
553,TN3,2005-06-09,7.8,4.8,27.6,3.5,31002,2.1,0.37,0.07,0.61,0.063
554,TN3,2005-07-11,7.4,4.6,30.5,4.0,11043,1.3,0.6,0.14,1.5,0.1
555,TN3,2005-08-08,7.8,6.0,30.9,4.4,28998,3.1,0.22,0.07,0.36,0.049
556,TN3,2005-09-09,7.3,3.1,28.4,3.5,29631,4.9,0.46,0.13,0.25,0.075
557,TN3,2005-10-14,8.3,4.9,30.1,18.0,39642,6.9,0.28,0.09,0.27,0.04
558,TN3,2005-11-18,7.7,4.5,24.6,3.8,44791,3.8,0.35,0.1,0.23,0.055
559,TN3,2005-12-10,7.8,4.6,22.2,9.1,29442,5.8,1.6,0.25,0.25,0.06
560,TN4,2005-01-17,7.9,5.8,15.4,4.3,19037,6.2,0.48,0.1,0.9,0.044
561,TN4,2005-02-23,7.7,7.0,16.6,9.5,15333,2.5,0.63,0.08,1.0,0.033
562,TN4,2005-03-10,7.7,5.4,19.7,9.0,25208,2.8,0.58,0.05,0.72,0.036
563,TN4,2005-04-11,7.5,4.2,23.7,4.2,33717,3.4,0.7,0.12,0.57,0.085
564,TN4,2005-05-11,7.5,5.3,25.4,7.9,17381,3.4,0.73,0.17,1.9,0.089
565,TN4,2005-06-09,7.7,4.8,27.6,3.2,25556,2.4,0.45,0.1,0.66,0.066
566,TN4,2005-07-11,7.3,4.0,29.7,3.7,10513,5.9,0.52,0.14,1.2,0.11
567,TN4,2005-08-08,7.8,5.6,30.8,3.6,30908,3.0,0.28,0.07,0.32,0.05
568,TN4,2005-09-09,7.3,3.5,28.0,3.7,28434,5.2,0.7,0.16,0.42,0.073
569,TN4,2005-10-14,7.8,5.6,29.8,16.0,39344,1.5,0.36,0.1,0.34,0.04
570,TN4,2005-11-18,7.7,4.2,24.3,8.6,43514,3.1,0.4,0.1,0.23,0.054
571,TN4,2005-12-10,7.9,8.9,22.4,12.0,29552,2.4,1.8,0.27,0.27,0.056
572,TN5,2005-01-17,8.0,5.7,16.6,3.2,24010,6.0,0.29,0.1,0.71,0.038
573,TN5,2005-02-23,7.7,6.7,16.7,5.1,15484,2.8,0.88,0.09,0.99,0.044
574,TN5,2005-03-10,7.7,5.0,19.3,6.4,28235,2.9,0.6,0.06,0.62,0.039
575,TN5,2005-04-11,7.5,5.0,23.6,3.6,36974,2.0,0.52,0.08,0.5,0.089
576,TN5,2005-05-11,7.5,5.3,25.7,13.0,18100,3.1,0.71,0.19,1.8,0.086
577,TN5,2005-06-09,7.7,4.8,27.7,3.8,26561,2.4,0.45,0.1,0.72,0.066
578,TN5,2005-07-11,7.3,4.4,30.6,2.8,11700,1.4,0.6,0.14,1.4,0.12
579,TN5,2005-08-08,7.8,5.8,30.9,4.0,29537,2.9,0.25,0.08,0.34,0.049
580,TN5,2005-09-09,7.3,3.1,28.7,3.9,33967,3.8,0.52,0.12,0.35,0.066
581,TN5,2005-10-14,7.8,5.1,30.1,34.0,41160,2.1,0.35,0.12,0.26,0.041
582,TN5,2005-11-18,7.7,4.5,24.9,6.1,43571,5.4,0.2,0.11,0.23,0.056
583,TN5,2005-12-10,7.7,6.5,22.3,21.0,30539,4.7,1.8,0.29,0.21,0.057
584,TN6,2005-01-17,7.8,6.6,15.5,4.1,24593,2.4,0.4,0.09,0.67,0.027
585,TN6,2005-02-23,7.6,4.9,16.1,3.0,31898,2.6,0.59,0.08,0.45,0.032
586,TN6,2005-03-10,7.7,5.7,19.3,3.5,35312,3.0,0.4,0.06,0.43,0.036
587,TN6,2005-04-11,7.7,6.2,23.2,3.2,40525,1.4,0.4,0.07,0.47,0.096
588,TN6,2005-05-11,7.7,5.8,25.5,4.6,30354,1.6,0.47,0.1,1.1,0.082
589,TN6,2005-06-09,7.5,4.4,27.5,3.1,28820,2.2,0.38,0.07,0.7,0.063
590,TN6,2005-07-11,7.3,4.9,29.6,2.8,13691,1.5,0.5,0.12,1.2,0.097
591,TN6,2005-08-08,7.9,6.5,30.9,3.8,29965,3.4,0.16,0.07,0.36,0.049
592,TN6,2005-09-09,7.2,4.0,28.7,8.5,29792,2.6,0.57,0.11,0.53,0.067
593,TN6,2005-10-14,7.5,6.7,28.6,2.8,34937,6.8,0.38,0.15,0.2,0.065
594,TN6,2005-11-18,7.6,4.7,23.5,5.1,42161,2.2,0.38,0.11,0.25,0.053
595,TN6,2005-12-10,7.5,3.2,21.6,16.0,35825,4.4,1.2,0.18,0.18,0.052
596,TR12,2005-01-03,7.3,10.4,16.6,2.4,252,8.5,2.1,1.7,7.0,0.86
597,TR12,2005-02-02,6.9,9.8,15.3,2.3,237,6.2,0.53,1.7,6.3,0.76
598,TR12,2005-03-02,7.1,9.7,16.3,1.6,287,3.1,0.48,1.3,6.6,0.42
599,TR12,2005-04-06,8.1,9.2,24.6,4.7,278,12.0,1.9,1.8,4.1,0.6
